cycle_id,size,weight,id,harvested_at,status
21024,86.0,0.39,18006.0,2023-05-17,Partial
21024,86.0,0.11,18096.0,2023-05-17,Partial
21024,64.0,640.51,18187.0,2023-05-27,Partial
21024,180.0,1.04,18188.0,2023-05-27,Partial
21024,64.0,60.0,18189.0,2023-05-27,Partial
21024,64.0,30.0,18190.0,2023-05-27,Partial
21024,46.0,574.42,18575.0,2023-06-13,Partial
21024,120.0,1.21,18576.0,2023-06-13,Partial
21024,46.0,3.15,18577.0,2023-06-13,Partial
21024,45.0,423.92,18807.0,2023-06-21,Partial
21024,45.0,50.0,18809.0,2023-06-21,Partial
21024,45.0,10.71,18810.0,2023-06-21,Partial
21024,44.0,670.59,18854.0,2023-06-23,Partial
21024,80.0,19.33,18855.0,2023-06-23,Partial
21024,44.0,9.16,18856.0,2023-06-23,Partial
21024,43.0,1514.03,19010.0,2023-06-30,Full
21024,68.0,153.85,19011.0,2023-06-30,Full
21024,43.0,59.86,19012.0,2023-06-30,Full
14095,52.0,1100.0,16333.0,2023-01-12,Failed
12864,116.4,0.86,10428.0,2022-04-26,Partial
12864,318.5,0.25,10459.0,2022-04-12,Partial
12864,176.5,0.9,10460.0,2022-04-19,Partial
12864,103.3,596.8,10666.0,2022-05-04,Partial
12864,72.5,2210.3,10724.0,2022-05-16,Full
18817,150.0,500.0,19625.0,2023-07-07,Full
12867,133.9,361.0,15577.0,2022-11-15,Partial
12867,88.0,1082.4,15591.0,2022-12-19,Partial
12867,109.0,727.0,15592.0,2022-11-29,Partial
12867,74.0,367.3,15745.0,2023-01-10,Partial
12867,66.0,2488.9,16129.0,2023-01-16,Full
15006,84.0,641.0,11619.0,2022-07-04,Full
18396,62.0,255.26,11138.0,2022-06-18,Partial
18396,126.0,16.0,11139.0,2022-06-18,Partial
18396,62.0,255.26,11239.0,2022-06-18,
18396,62.0,16.0,11240.0,2022-06-18,
18396,46.0,747.89,12040.0,2022-07-04,Full
18396,58.0,29.27,12041.0,2022-07-04,Full
20714,90.85,559.77,15271.0,2022-12-19,Partial
20714,90.85,16.01,15272.0,2022-12-19,Partial
20714,78.36,660.5,15502.0,2023-01-02,Partial
20714,78.36,37.53,15519.0,2023-01-02,Partial
20714,72.41,957.84,15773.0,2023-01-12,Full
20714,72.41,117.47,15774.0,2023-01-12,Full
22535,210.0,202.0,17078.0,2023-04-01,Partial
22535,200.0,205.0,17169.0,2023-04-06,Partial
22535,190.0,531.0,17241.0,2023-04-09,Full
20948,54.0,2700.0,15672.0,2023-01-05,Full
19534,58.0,835.0,11106.0,2022-06-18,Full
19534,58.0,450.0,11107.0,2022-06-17,Full
19534,58.0,450.0,11222.0,2022-06-17,
15435,136.0,672.2,10197.0,2021-12-23,Partial
15435,93.0,715.1,10198.0,2022-01-01,Partial
15435,75.0,822.0,10199.0,2022-01-04,Partial
15435,36.0,5415.1,10200.0,2022-02-02,Full
12866,76.0,211.9,16353.0,2023-02-14,Partial
12866,110.0,23.5,16357.0,2023-02-14,Partial
12866,65.0,132.0,16369.0,2023-02-14,Partial
12866,45.0,694.86,16761.0,2023-03-15,Full
12866,60.0,87.0,16762.0,2023-03-15,Full
12866,60.0,34.7,16763.0,2023-03-15,Full
12866,45.0,2.27,16797.0,2023-03-11,Partial
19315,69.95,3287.01,9382.0,2022-01-05,Full
19614,160.0,75.0,17183.0,2023-04-07,Partial
19614,161.0,60.0,17339.0,2023-04-13,Full
18140,65.0,400.0,14714.0,2022-11-23,Full
12869,185.0,314.74,17384.0,2023-04-16,Full
22532,135.0,1.0,5465.0,2021-06-11,Partial
22532,135.0,223.49,5466.0,2021-06-11,Partial
22532,85.2,408.68,5976.0,2021-06-27,Partial
22532,85.2,0.66,5977.0,2021-06-27,Partial
22532,68.66,460.2,6040.0,2021-07-09,Partial
22532,68.66,4.69,6041.0,2021-07-09,Partial
22532,49.866,1783.4,6421.0,2021-07-29,Full
22532,49.866,68.46,6422.0,2021-07-29,Full
15498,110.52,52.49,12093.0,2022-07-22,Full
15498,110.52,452.83,12094.0,2022-07-22,Full
15498,110.52,5.0,12110.0,2022-07-22,Full
20763,99.45,287.02,13297.0,2022-09-18,Partial
20763,76.71,175.53,13488.0,2022-09-29,Partial
20763,76.71,2.21,13499.0,2022-09-29,Partial
20763,59.1,217.6,13646.0,2022-10-10,Partial
20763,59.1,6.76,13647.0,2022-10-10,Partial
20763,53.63,2885.44,13852.0,2022-10-17,Full
20763,53.63,94.39,13853.0,2022-10-17,Full
15835,68.0,1105.3,10105.0,2022-04-04,Full
15835,68.0,844.5,10469.0,2022-04-04,Full
15835,90.0,63.3,10470.0,2022-04-04,Full
15835,75.0,103.0,10471.0,2022-04-04,Full
15835,110.0,36.5,10472.0,2022-04-04,Full
15835,68.0,844.5,10604.0,2022-04-04,Full
15835,90.0,63.3,10605.0,2022-04-04,Full
17640,76.0,3800.0,12908.0,2022-08-13,Failed
18277,27.3,4217.0,18136.0,2023-05-21,Full
21659,260.0,7800.0,13718.0,2022-09-06,Failed
19302,124.0,558.25,14175.0,2022-08-23,Partial
19302,76.7,662.3,14176.0,2022-09-03,Partial
19302,60.0,518.8,14177.0,2022-09-13,Partial
19302,46.5,820.5,14178.0,2022-09-27,Partial
19302,35.0,2958.5,14179.0,2022-10-13,Full
18921,67.72,733.59,6350.0,2021-08-04,Partial
18921,48.5,1162.19,6552.0,2021-08-17,Full
15496,133.0,100.0,10996.0,2022-05-08,Partial
15496,133.0,750.0,11004.0,2022-05-13,Partial
15496,133.0,750.0,11496.0,2022-05-14,Full
18133,80.0,406.73,8956.0,2021-11-09,Full
21660,65.0,453.5,10120.0,2022-04-06,Partial
21660,65.0,16.84,10312.0,2022-04-06,Partial
21660,57.0,1292.85,10314.0,2022-04-14,Full
21660,57.0,50.0,10315.0,2022-04-14,Full
21660,57.0,20.0,10316.0,2022-04-14,Full
21660,57.0,103.84,10317.0,2022-04-14,Full
21660,55.0,2.0,10318.0,2022-04-14,Full
21660,57.0,3.0,10321.0,2022-04-14,Full
20668,116.0,292.32,13290.0,2022-09-18,Partial
20668,84.67,199.51,13492.0,2022-09-29,Partial
20668,84.67,1.8,13503.0,2022-09-29,Partial
20668,67.53,284.15,13644.0,2022-10-10,Partial
20668,67.53,7.93,13645.0,2022-10-10,Partial
20668,58.34,3477.12,14055.0,2022-10-24,Full
20668,58.34,106.75,14056.0,2022-10-24,Full
20943,80.0,300.0,19365.0,2023-06-25,Partial
20943,90.0,250.0,19366.0,2023-06-17,Partial
20943,80.0,215.0,19367.0,2023-07-05,Full
19066,115.0,266.44,11898.0,2022-07-16,Partial
19066,96.0,30.0,12070.0,2022-07-23,Partial
19066,93.0,281.0,12092.0,2022-07-24,Partial
19066,74.0,305.36,12211.0,2022-08-02,Partial
19066,64.0,152.0,12367.0,2022-08-10,Partial
19066,45.9,1570.18,12910.0,2022-08-27,Full
17532,84.0,628.15,10991.0,2022-06-09,Full
17532,86.0,300.0,10992.0,2022-06-09,Full
17532,86.0,31.0,10993.0,2022-06-09,Full
17532,86.0,991.2,11013.0,2022-06-10,Full
17532,85.0,300.0,11183.0,2022-06-09,Full
9091,214.52,268.2,12080.0,2022-07-22,Full
17306,110.0,374.85,10926.0,2022-06-06,Partial
17306,94.0,386.5,11041.0,2022-06-13,Partial
17306,59.0,845.0,11368.0,2022-07-01,Full
20665,18.5,6119.0,17259.0,2023-03-17,Full
19669,78.0,3200.0,15339.0,2022-10-26,Partial
19669,46.0,5600.0,15340.0,2022-12-03,Full
18446,59.8,944.5,18782.0,2023-05-28,Full
18446,70.0,92.39,18783.0,2023-05-28,Full
18446,60.0,134.23,18784.0,2023-05-28,Full
18446,124.0,606.0,18785.0,2023-05-29,Full
18446,300.0,18.0,18786.0,2023-05-29,Full
19050,116.0,307.25,19431.0,2023-05-30,Full
15758,102.0,350.35,11066.0,2022-06-14,Partial
15758,76.0,407.0,11395.0,2022-07-03,Partial
15758,100.0,29.12,11637.0,2022-07-09,Partial
15758,64.0,220.0,11638.0,2022-07-09,Partial
15758,51.0,360.0,12056.0,2022-07-22,Full
15758,70.0,25.5,12057.0,2022-07-22,Full
19803,139.0,242.51,15557.0,2023-01-05,Partial
19803,214.0,28.28,15558.0,2023-01-05,Partial
19803,159.0,300.0,15787.0,2023-01-15,Full
19803,138.0,170.0,15788.0,2023-01-15,Partial
19803,212.0,19.0,15789.0,2023-01-15,Partial
19314,172.0,6.5,11892.0,2022-07-15,Partial
19314,170.0,10.6,11894.0,2022-07-16,Full
20429,165.0,812.95,10534.0,2022-05-05,Partial
20429,176.0,540.0,10631.0,2022-05-11,Full
19755,213.0,897.0,19642.0,2023-06-30,Full
17880,17.06,855.5,14946.0,2022-12-07,Full
17126,33.2,5170.0,17263.0,2023-03-06,Full
9103,102.0,937.0,14585.0,2022-11-04,Full
16339,78.0,760.5,10648.0,2022-05-10,Partial
16339,62.7,797.75,10849.0,2022-05-23,Partial
16339,50.6,839.05,10930.0,2022-06-02,Partial
16339,37.6,527.39,11175.0,2022-06-18,Partial
16339,50.0,1.65,11176.0,2022-06-18,Partial
16339,34.5,2797.05,11596.0,2022-06-24,Full
16054,22.8,1968.0,15478.0,2022-12-27,Full
17638,100.0,2539.94,10483.0,2022-04-23,Failed
15305,203.0,194.0,19645.0,2023-06-30,Full
15499,89.87,501.19,16543.0,2023-02-26,Partial
15499,135.0,9.69,16544.0,2023-02-26,Partial
15499,67.18,563.7,16682.0,2023-03-12,Partial
15499,98.0,23.92,16683.0,2023-03-12,Partial
15499,51.93,529.28,17071.0,2023-03-30,Partial
15499,88.0,6.88,17072.0,2023-03-30,Partial
15499,41.0,328.5,17424.0,2023-04-17,Partial
15499,41.0,741.5,17486.0,2023-04-18,Full
19312,100.8,1034.7,17013.0,2023-03-29,Partial
19312,166.0,40.45,17014.0,2023-03-29,Partial
19312,84.0,1126.4,17221.0,2023-04-08,Partial
19312,124.0,109.45,17222.0,2023-04-08,Partial
18911,73.69,2690.79,9386.0,2022-01-05,Full
19600,19.2,4762.0,17350.0,2023-04-11,Full
18190,168.0,421.36,15637.0,2023-01-07,Partial
18190,131.0,541.16,15803.0,2023-01-15,Partial
18190,131.0,15.0,15845.0,2023-01-15,Partial
18190,131.0,477.72,15849.0,2023-01-15,Partial
18190,180.0,10.0,15948.0,2023-01-15,Partial
18190,185.0,38.44,15949.0,2023-01-15,Partial
18190,87.6,1296.52,16279.0,2023-02-09,Full
18190,87.6,15.72,16280.0,2023-02-09,Full
18190,190.0,51.38,16297.0,2023-02-09,Full
18190,190.0,2.88,16307.0,2023-02-09,Full
18057,118.0,509.96,17945.0,2023-05-17,Partial
18057,200.0,6.01,17996.0,2023-05-17,Partial
18057,118.0,0.39,18015.0,2023-05-17,Partial
18057,118.0,0.11,18089.0,2023-05-17,Partial
18057,97.0,474.18,18203.0,2023-05-27,Partial
18057,190.0,8.03,18204.0,2023-05-27,Partial
18057,84.0,1428.45,18596.0,2023-06-13,Full
18057,110.0,370.78,18597.0,2023-06-13,Full
19366,105.0,274.7,12983.0,2022-09-05,Partial
19366,79.0,285.0,13249.0,2022-09-15,Partial
19366,61.0,320.0,13371.0,2022-09-24,Partial
19366,52.0,540.0,13455.0,2022-10-03,Full
19366,52.0,25.0,13456.0,2022-10-03,Full
17439,95.0,642.15,17947.0,2023-05-17,Partial
17439,160.0,1.25,17998.0,2023-05-17,Partial
17439,95.0,0.39,18022.0,2023-05-17,Partial
17439,95.0,0.11,18087.0,2023-05-17,Partial
17439,77.0,685.46,18207.0,2023-05-27,Partial
17439,150.0,2.59,18208.0,2023-05-27,Partial
17439,57.0,294.06,18593.0,2023-06-13,Partial
17439,140.0,0.81,18594.0,2023-06-13,Partial
17439,57.0,1.33,18595.0,2023-06-13,Partial
17439,55.0,451.56,18825.0,2023-06-21,Partial
17439,55.0,12.57,18826.0,2023-06-21,Partial
17439,51.0,2209.53,19144.0,2023-07-01,Full
17439,77.0,90.55,19145.0,2023-07-01,Full
17439,51.0,347.01,19146.0,2023-07-01,Full
20076,236.0,25.0,11617.0,2022-06-23,Full
16483,78.17,827.76,18119.0,2023-05-24,Partial
16483,50.65,2539.86,18406.0,2023-06-06,Full
12865,210.0,5.25,17984.0,2023-05-19,Partial
12865,160.0,1.35,18151.0,2023-05-25,Partial
12865,154.0,2.2,18178.0,2023-05-26,Partial
12865,146.0,2.85,18218.0,2023-05-27,Partial
12865,136.0,3.3,18260.0,2023-05-29,Partial
12865,130.0,5.2,18275.0,2023-05-30,Full
15750,99.0,623.89,17946.0,2023-05-17,Partial
15750,190.0,0.28,17997.0,2023-05-17,Partial
15750,99.0,0.39,18016.0,2023-05-17,Partial
15750,99.0,0.11,18088.0,2023-05-17,Partial
15750,86.0,522.91,18205.0,2023-05-27,Partial
15750,140.0,9.84,18206.0,2023-05-27,Partial
15750,65.0,237.75,18823.0,2023-06-21,Partial
15750,65.0,35.7,18824.0,2023-06-21,Partial
15750,54.0,1256.04,19192.0,2023-07-02,Full
15750,83.0,93.86,19193.0,2023-07-02,Full
15750,54.0,125.39,19194.0,2023-07-02,Full
22536,53.77,906.03,16164.0,2023-02-01,Full
22536,53.77,6.36,16165.0,2023-02-01,Full
18922,50.6,4972.44,15610.0,2023-01-09,Full
18922,215.0,29.76,15611.0,2023-01-09,Full
18922,50.6,32.0,15612.0,2023-01-09,Full
18922,50.6,16.0,15613.0,2023-01-09,Full
18922,50.6,160.0,15614.0,2023-01-09,Full
15484,102.0,324.79,13268.0,2022-09-19,Partial
15484,102.0,1.36,13278.0,2022-09-19,Partial
15484,82.64,289.15,13460.0,2022-09-30,Partial
15484,79.12,3.35,13471.0,2022-09-30,Partial
15484,67.4,401.27,13674.0,2022-10-11,Partial
15484,67.4,5.97,13675.0,2022-10-11,Partial
15484,56.9,3422.29,14061.0,2022-10-24,Full
15484,56.9,188.17,14062.0,2022-10-24,Full
19693,137.0,327.0,15889.0,2023-01-20,Partial
19693,200.0,87.0,16050.0,2023-01-15,Failed
19693,81.9,417.0,16211.0,2023-02-04,Partial
19693,72.5,483.08,16276.0,2023-02-11,Partial
19693,68.0,90.27,16493.0,2023-02-18,Partial
19693,80.0,25.0,16494.0,2023-02-11,Partial
19693,70.0,19.0,16495.0,2023-02-19,Partial
19693,70.0,2287.72,16496.0,2023-02-19,Full
19693,118.8,380.6,19027.0,2023-05-29,
19693,106.7,611.5,19028.0,2023-06-05,
19693,92.0,510.68,19030.0,2023-06-13,
19693,81.5,300.0,19033.0,2023-06-19,
19693,77.7,420.06,19035.0,2023-06-23,
19693,60.6,531.3,19158.0,2023-07-01,
19693,201.0,375.6,19163.0,2022-10-01,
19693,172.0,604.0,19164.0,2022-10-05,
19693,57.0,449.88,19556.0,2023-07-09,
19693,55.0,507.2,19558.0,2023-07-10,
20616,76.9,805.81,9381.0,2022-01-06,Full
18673,100.0,99.0,10381.0,2022-04-24,Partial
18673,83.0,12.0,10500.0,2022-05-02,Partial
18673,48.0,483.0,10748.0,2022-05-21,Partial
18673,48.0,161.7,10777.0,2022-05-22,Full
20739,149.0,331.0,15582.0,2022-11-23,Partial
20739,110.0,678.5,15600.0,2022-12-14,Partial
20739,82.8,360.0,15741.0,2023-01-03,Partial
20739,72.0,2900.24,16135.0,2023-01-22,Full
11081,93.0,130.0,13740.0,2022-09-20,
11081,120.0,132.0,13741.0,2022-09-20,Full
18395,79.0,600.0,15253.0,2022-11-28,Full
21892,74.0,366.0,12144.0,2022-07-26,Partial
21892,37.0,450.0,12824.0,2022-08-22,Full
21892,74.0,366.0,12825.0,2022-07-26,Partial
21599,48.0,716.0,12930.0,2022-08-13,Full
21599,70.0,140.0,12931.0,2022-08-13,Full
16163,84.0,313.89,11986.0,2022-01-21,Partial
16163,60.0,511.7,11987.0,2022-02-04,Partial
16163,46.0,466.69,11988.0,2022-02-18,Partial
16163,36.0,313.82,11989.0,2022-02-28,Partial
16163,33.0,769.75,11990.0,2022-03-11,Full
19319,200.0,200.0,13609.0,2022-10-07,Full
19319,300.0,19.0,13610.0,2022-10-07,Full
18238,113.87,402.66,17665.0,2023-05-01,Partial
18238,113.54,1245.17,17912.0,2023-05-13,Full
18238,275.0,32.74,17913.0,2023-05-13,Full
14579,60.0,150.0,12058.0,2022-07-19,Full
14579,88.0,110.0,12059.0,2022-07-19,Full
16215,66.17,811.85,14609.0,2022-11-19,Partial
16215,102.0,74.75,14610.0,2022-11-19,Partial
16215,48.57,1049.0,14871.0,2022-12-03,Partial
16215,75.0,51.85,14872.0,2022-12-03,Partial
16215,41.29,851.35,15043.0,2022-12-12,Partial
16215,75.0,64.65,15044.0,2022-12-12,Partial
17743,74.0,787.76,14131.0,2022-10-23,Partial
17743,60.0,887.7,14310.0,2022-11-02,Partial
17743,44.4,1214.52,14624.0,2022-11-20,Partial
17743,35.0,8310.42,14888.0,2022-12-04,Full
15802,69.0,270.0,12765.0,2022-08-22,Partial
15802,97.63,210.0,12932.0,2022-08-10,Partial
15802,52.0,270.0,12935.0,2022-09-02,Partial
15802,40.0,212.0,13161.0,2022-09-14,Partial
15802,39.0,1098.0,13195.0,2022-09-17,Full
20944,73.6,900.9,14306.0,2022-11-03,Partial
20944,92.3,754.0,14307.0,2022-10-23,Partial
20944,50.7,783.01,14657.0,2022-11-20,Partial
20944,45.5,6355.19,14734.0,2022-11-26,Full
17857,60.0,2.84,11625.0,2022-07-04,Full
20390,152.0,420.0,17334.0,2023-04-13,Partial
20390,111.0,200.0,17477.0,2023-04-18,Partial
20390,67.0,630.0,17616.0,2023-04-29,Partial
20390,57.0,510.0,17809.0,2023-05-08,Partial
20390,29.0,1240.0,18602.0,2023-06-14,Full
16803,43.8,6444.0,15618.0,2023-01-10,Full
16803,43.8,10.0,15619.0,2023-01-10,Full
16803,200.0,34.0,15620.0,2023-01-10,Full
16803,43.8,54.0,15621.0,2023-01-10,Full
16803,43.8,660.0,15622.0,2023-01-10,Full
18732,75.0,510.0,11140.0,2022-06-18,Partial
18732,145.0,49.0,11141.0,2022-06-18,Partial
18732,75.0,510.0,11241.0,2022-06-18,
18732,75.0,49.0,11242.0,2022-06-18,
18732,46.0,1701.02,12042.0,2022-07-17,Full
18732,59.0,138.68,12043.0,2022-07-17,Full
18325,43.0,1185.0,13557.0,2021-04-20,Full
16330,200.0,225.0,13170.0,2022-08-29,Full
15304,104.0,295.29,14337.0,2022-11-03,Partial
15304,89.0,138.0,14476.0,2022-11-08,Full
15304,90.0,82.76,14477.0,2022-11-08,Full
17738,13.0,2554.0,16068.0,2023-01-27,Full
18674,100.0,370.99,12476.0,2022-07-19,Partial
18674,81.15,374.45,12477.0,2022-08-01,Partial
18674,63.1,2046.08,12478.0,2022-08-13,Full
18828,142.0,135.0,17357.0,2023-04-14,Partial
18828,142.0,50.0,17515.0,2023-04-15,Partial
18828,125.0,59.0,17516.0,2023-04-18,Partial
18828,110.0,514.0,17517.0,2023-04-23,Full
15982,71.38,748.25,14605.0,2022-11-19,Partial
15982,107.0,49.1,14606.0,2022-11-19,Partial
15982,47.32,753.45,14864.0,2022-12-03,Partial
15982,75.0,36.65,14865.0,2022-12-03,Partial
15982,40.0,864.85,15039.0,2022-12-12,Partial
15982,61.0,75.2,15040.0,2022-12-12,Partial
12484,1000.0,60.0,14703.0,2022-11-19,Failed
18232,146.0,350.0,15606.0,2022-12-05,Partial
18232,103.5,331.0,15738.0,2022-12-27,Partial
18232,76.3,3589.2,16137.0,2023-01-24,Full
18924,74.0,400.0,12143.0,2022-07-25,Partial
18924,54.0,500.0,12463.0,2022-08-10,Partial
18924,32.0,600.0,12984.0,2022-09-05,Full
16711,79.0,526.2,11229.0,2022-06-25,Full
16711,114.0,98.45,11230.0,2022-06-25,Full
16711,114.0,3.0,11231.0,2022-06-25,Full
17730,87.0,250.0,14211.0,2022-10-31,Partial
17730,65.0,464.0,14397.0,2022-11-10,Partial
17730,45.0,580.0,14659.0,2022-11-24,Partial
17730,36.0,878.5,15094.0,2022-12-15,Full
15502,116.9,270.1,14438.0,2022-11-12,Full
15502,116.9,19.0,14439.0,2022-11-12,Full
15413,45.0,1700.0,13057.0,2021-07-25,Full
20658,150.0,359.24,15644.0,2023-01-08,Partial
20658,192.0,25.0,15691.0,2023-01-08,Partial
20658,192.0,2.31,15769.0,2023-01-08,Partial
20658,127.0,536.18,15796.0,2023-01-15,Partial
20658,127.0,492.46,15855.0,2023-01-15,Partial
20658,185.0,43.72,15943.0,2023-01-15,Partial
20658,70.7,832.18,16395.0,2023-02-17,Full
20658,118.1,75.0,16399.0,2023-02-17,Full
20658,118.1,136.0,16400.0,2023-02-17,Full
20658,118.1,2.74,16401.0,2023-02-17,Full
20658,70.7,1.0,16411.0,2023-02-17,Full
20658,70.7,1.08,16412.0,2023-02-17,Full
18919,200.0,60.0,11000.0,2022-06-09,Full
17636,106.34,323.35,13286.0,2022-09-18,Partial
17636,106.34,0.59,13298.0,2022-09-18,Partial
17636,82.22,146.06,13482.0,2022-09-29,Partial
17636,82.22,1.36,13493.0,2022-09-29,Partial
17636,67.84,327.94,13652.0,2022-10-10,Partial
17636,67.84,10.22,13653.0,2022-10-10,Partial
17636,60.4,4037.84,13955.0,2022-10-23,Full
17636,60.4,131.6,13956.0,2022-10-23,Full
16294,130.0,516.14,13818.0,2022-10-14,Partial
16294,90.0,1128.27,14240.0,2022-10-26,Full
16294,90.0,1128.27,14241.0,2022-10-26,Full
16294,90.0,483.87,14242.0,2022-10-26,Full
16294,130.0,120.38,14455.0,2022-10-14,Partial
21026,21.0,5458.4,17609.0,2023-04-26,Full
18877,28.2,4866.0,15835.0,2023-01-15,Full
18613,108.6,0.86,10433.0,2022-04-24,Partial
18613,246.6,0.37,10453.0,2022-04-10,Partial
18613,160.6,0.87,10454.0,2022-04-17,Partial
18613,94.5,562.5,10636.0,2022-05-04,Partial
18613,77.0,2608.4,10637.0,2022-05-10,Full
19310,100.0,80.0,13978.0,2022-10-20,Full
16298,103.0,698.27,14155.0,2022-08-23,Partial
16298,67.8,742.1,14156.0,2022-09-03,Partial
16298,46.5,698.7,14157.0,2022-09-13,Partial
16298,36.0,641.4,14158.0,2022-09-27,Partial
16298,31.6,2431.4,14159.0,2022-10-07,Full
17468,74.0,533.27,13874.0,2022-10-15,Partial
17468,66.0,1012.36,13940.0,2022-10-21,Full
17468,66.0,39.77,13997.0,2022-10-21,Full
17468,74.0,424.92,14102.0,2022-10-15,Partial
17468,74.0,108.35,14103.0,2022-10-15,Partial
17468,66.0,1012.36,14112.0,2022-10-21,Full
17468,102.0,81.45,14113.0,2022-10-21,Full
17468,102.0,39.77,14114.0,2022-10-21,Full
17468,74.0,424.92,14491.0,2022-10-15,Partial
17468,74.0,108.35,14492.0,2022-10-15,Partial
19367,174.0,390.4,15638.0,2023-01-07,Partial
19367,174.0,5.0,15678.0,2023-01-07,Partial
19367,131.0,550.16,15802.0,2023-01-15,Partial
19367,131.0,550.16,15841.0,2023-01-15,Partial
19367,130.0,500.0,15934.0,2023-01-20,Full
19367,130.0,211.12,15935.0,2023-01-20,Full
19367,130.0,3.5,15936.0,2023-01-20,Full
19367,130.0,1.94,15937.0,2023-01-20,Full
16142,80.0,850.0,19368.0,2023-07-05,Full
18989,69.63,482.98,9398.0,2022-01-01,Full
20667,103.0,284.15,5469.0,2021-06-11,Partial
20667,103.0,1.0,5470.0,2021-06-11,Partial
20667,71.42,602.52,5980.0,2021-06-27,Partial
20667,71.42,0.66,5981.0,2021-06-27,Partial
20667,56.22,643.83,6044.0,2021-07-09,Partial
20667,56.22,4.69,6045.0,2021-07-09,Partial
20667,43.32,2416.6,6425.0,2021-07-29,Full
20667,43.32,50.63,6426.0,2021-07-29,Full
22601,31.8,4635.0,18543.0,2023-06-09,Full
19874,102.3,614.2,16028.0,2023-01-28,Partial
19874,102.3,36.8,16029.0,2023-01-28,Partial
19874,64.0,861.3,16380.0,2023-02-16,Partial
19874,64.0,13.0,16381.0,2023-02-16,Partial
19874,51.2,1466.6,16549.0,2023-02-27,Full
19874,51.2,60.5,16550.0,2023-02-27,Full
19874,50.0,8.0,16591.0,2023-03-07,Full
12857,101.0,344.27,13296.0,2022-09-18,Partial
12857,101.0,0.79,13305.0,2022-09-18,Partial
12857,76.63,151.74,13487.0,2022-09-29,Partial
12857,76.63,1.12,13498.0,2022-09-29,Partial
12857,59.59,221.04,13648.0,2022-10-10,Partial
12857,59.59,6.67,13649.0,2022-10-10,Partial
12857,50.56,3029.79,13957.0,2022-10-23,Full
12857,50.56,83.87,13958.0,2022-10-23,Full
20664,170.0,110.67,9054.0,2021-11-27,Partial
20664,123.0,104.74,9055.0,2021-12-07,Partial
20664,125.0,186.89,9056.0,2021-12-16,Partial
20664,88.0,76.93,9057.0,2022-01-05,Full
